uniprot,annotation,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2
O89001,,inf,0.0,0.0,0.0,,,,,inf,0.0,0.0,0.0,,,,,inf,0.0,0.0,0.0,1.2502858126483885,0.5010224948875256,0.1279373368146214,0.3730851580729042,1.944234294244588,0.4064516129032258,0.0431266846361186,0.36332492826710716,inf,0.004301075268817204,0.0026954177897574125,0.0016056574790597918,1.6949790017931228,0.33763440860215055,0.05929919137466307,0.2783352172274875,inf,0.023655913978494623,0.005390835579514825,0.018265078398979798,,,,,inf,0.030107526881720432,0.005390835579514825,0.024716691302205607
E9Q4X2,,inf,0.0,0.0,0.0,1.9162037919170327,0.3496932515337423,0.0391644908616188,0.31052876067212354,inf,0.0,0.0,0.0,2.8108643514027687,0.19222903885480572,0.018276762402088774,0.17395227645271694,inf,0.0,0.0,0.0,1.5583576601466183,0.45194274028629855,0.07571801566579635,0.3762247246205022,3.768805805793599,0.030107526881720432,0.0,0.030107526881720432,3.2992812276528443,0.09462365591397849,0.008086253369272238,0.08653740254470625,1.588709845723635,0.38064516129032255,0.07008086253369272,0.31056429875662983,1.0775457434492075,0.46021505376344085,0.12129380053908356,0.3389212532243573,2.7294974810889316,0.015053763440860216,0.005390835579514825,0.00966292786134539,2.245380026769381,0.04946236559139785,0.0215633423180593,0.027899023273338548
Q9Z2G9,FP,4.513081308060212,0.0,0.0,0.0,4.547431463209711,0.02044989775051125,0.005221932114882507,0.015227965635628742,4.65002401480367,0.002044989775051125,0.0,0.002044989775051125,4.650045210857492,0.022494887525562373,0.005221932114882507,0.017272955410679865,4.357356594302032,0.0,0.0,0.0,4.4376409433114,0.022494887525562373,0.005221932114882507,0.017272955410679865,2.493117413377687,0.25161290322580643,0.029649595687331536,0.2219633075384749,3.082382671383755,0.11827956989247312,0.016172506738544475,0.10210706315392865,2.1151528963515673,0.2172043010752688,0.02425876010781671,0.1929455409674521,2.662778630223962,0.1032258064516129,0.013477088948787063,0.08974871750282584,,,,,1.0314585539665342,0.24946236559139784,0.12668463611859837,0.12277772947279947
Q6ZQI3,TP,4.00039558029595,0.0,0.0026109660574412533,-0.0026109660574412533,4.087132251999898,0.022494887525562373,0.007832898172323759,0.014661989353238614,3.9424668717459617,0.006134969325153374,0.0026109660574412533,0.003524003267712121,3.9948745843542333,0.03067484662576687,0.007832898172323759,0.02284194845344311,3.99049962395667,0.002044989775051125,0.0026109660574412533,-0.0005659762823901284,4.123170489520486,0.024539877300613498,0.007832898172323759,0.016706979128289737,3.3792118534959465,0.06236559139784946,0.0026954177897574125,0.05967017360809205,3.6054193168455653,0.05806451612903226,0.008086253369272238,0.04997826275976002,2.85204572525906,0.07526881720430108,0.008086253369272238,0.06718256383502884,3.036613664475006,0.07526881720430108,0.008086253369272238,0.06718256383502884,0.546734763093387,0.46021505376344085,0.2830188679245283,0.17719618583891256,,,,
Q99LJ6,TP,3.9717540788004206,0.002044989775051125,0.0026109660574412533,-0.0005659762823901284,4.0093445286326554,0.024539877300613498,0.007832898172323759,0.016706979128289737,4.739115707583381,0.0,0.0,0.0,4.742377198319939,0.02044989775051125,0.005221932114882507,0.015227965635628742,4.051431774981946,0.0,0.0026109660574412533,-0.0026109660574412533,4.13495641867405,0.022494887525562373,0.007832898172323759,0.014661989353238614,2.766722559400402,0.16559139784946236,0.0215633423180593,0.14402805553140308,2.748698403546714,0.16559139784946236,0.0215633423180593,0.14402805553140308,1.7962666636592532,0.2989247311827957,0.05390835579514825,0.24501637538764748,1.7366029836718926,0.2967741935483871,0.05121293800539083,0.24556125554299624,1.1981325849536266,0.2172043010752688,0.1078167115902965,0.1093875894849723,1.1655155529211427,0.210752688172043,0.1105121293800539,0.1002405587919891
Q3TCN2,,3.8298973316824996,0.00408997955010225,0.0026109660574412533,0.0014790134926609966,4.1351579308934285,0.022494887525562373,0.007832898172323759,0.014661989353238614,4.320890489226801,0.002044989775051125,0.0026109660574412533,-0.0005659762823901284,4.591822129342053,0.022494887525562373,0.007832898172323759,0.014661989353238614,3.7396065096210345,0.0081799591002045,0.0026109660574412533,0.0055689930427632464,4.090801302691832,0.026584867075664622,0.007832898172323759,0.01875196890334086,3.324451402605702,0.07311827956989247,0.005390835579514825,0.06772744399037765,inf,0.015053763440860216,0.005390835579514825,0.00966292786134539,2.734495175828104,0.09247311827956989,0.008086253369272238,0.08438686491029765,inf,0.04086021505376344,0.008086253369272238,0.032773961684491204,2.406361487166566,0.01935483870967742,0.013477088948787063,0.0058777497608903575,inf,0.0064516129032258064,0.0026954177897574125,0.003756195113468394
P55302,TP,3.7385028436785124,0.00408997955010225,0.0026109660574412533,0.0014790134926609966,3.617427671691464,0.03680981595092025,0.007832898172323759,0.02897691777859649,4.244081571086043,0.002044989775051125,0.0026109660574412533,-0.0005659762823901284,4.088677440003318,0.026584867075664622,0.007832898172323759,0.01875196890334086,3.291419638457006,0.028629856850715747,0.005221932114882507,0.023407924735833238,3.216278660329827,0.07975460122699386,0.010443864229765013,0.06931073699722885,2.9728517595483925,0.13118279569892474,0.01078167115902965,0.1204011245398951,2.9608764824695832,0.13978494623655913,0.018867924528301886,0.12091702170825724,2.5701657424262208,0.12473118279569892,0.008086253369272238,0.11664492942642668,2.516550941213739,0.12688172043010754,0.016172506738544475,0.11070921369156306,1.773212903245573,0.07311827956989247,0.03773584905660377,0.0353824305132887,1.746644749987968,0.08172043010752689,0.03504043126684636,0.046679998840680526
Q9ERE7,TP,3.6586221453853507,0.006134969325153374,0.0026109660574412533,0.003524003267712121,3.770863572255083,0.03067484662576687,0.007832898172323759,0.02284194845344311,3.8082010812263385,0.022494887525562373,0.0026109660574412533,0.01988392146812112,3.8861135490003953,0.0408997955010225,0.007832898172323759,0.03306689732869874,2.806545313734382,0.09611451942740286,0.010443864229765013,0.08567065519763785,2.9647209344639838,0.11247443762781185,0.015665796344647518,0.09680864128316434,2.821487458472446,0.15053763440860216,0.018867924528301886,0.13166970988030027,2.486060725029759,0.22795698924731184,0.026954177897574125,0.20100281134973771,1.5598918476061954,0.3870967741935484,0.07008086253369272,0.31701591165985565,1.1828255900298352,0.43010752688172044,0.1105121293800539,0.31959539750166654,1.8169234760837418,0.05806451612903226,0.03773584905660377,0.02032866707242849,1.466903866462259,0.12688172043010754,0.05660377358490566,0.07027794684520187
Q9CQE7,TP,3.632131779232718,0.0081799591002045,0.0026109660574412533,0.0055689930427632464,3.2941059301752276,0.07566462167689161,0.007832898172323759,0.06783172350456786,3.9979789854142718,0.00408997955010225,0.0026109660574412533,0.0014790134926609966,3.6256241772611046,0.06952965235173825,0.007832898172323759,0.06169675417941449,3.4413393299328425,0.012269938650306749,0.0026109660574412533,0.009658972592865495,3.1492476747352205,0.08997955010224949,0.010443864229765013,0.07953568587248448,2.820248119978383,0.15268817204301074,0.018867924528301886,0.13382024751470886,2.99539971552059,0.13118279569892474,0.018867924528301886,0.11231487117062286,2.529445346800839,0.13548387096774195,0.008086253369272238,0.1273976175984697,2.662957418209373,0.1010752688172043,0.013477088948787063,0.08759817986841724,1.7405672366357343,0.07741935483870968,0.04582210242587601,0.03159725241283367,1.9011259559991451,0.060215053763440864,0.026954177897574125,0.033260875865866735
Q91ZW2,TP,3.5817729732724644,0.010224948875255624,0.0026109660574412533,0.007613982817814371,3.425497611104658,0.05521472392638037,0.007832898172323759,0.04738182575405661,3.915877791980148,0.010224948875255624,0.0026109660574412533,0.007613982817814371,3.7252734707166657,0.053169734151329244,0.007832898172323759,0.04533683597900549,3.409311074765602,0.016359918200409,0.0026109660574412533,0.013748952142967747,3.298969906457664,0.065439672801636,0.010443864229765013,0.05499580857187099,2.7181361849488646,0.17634408602150536,0.02425876010781671,0.15208532591368865,2.768333856739664,0.15698924731182795,0.0215633423180593,0.13542590499376866,1.739866032164804,0.31827956989247314,0.05929919137466307,0.2589803785178101,1.7484241798219304,0.2817204301075269,0.05121293800539083,0.23050749210213606,1.6239065146629637,0.1032258064516129,0.05390835579514825,0.04931745065646465,1.659511310274967,0.0967741935483871,0.04043126684636118,0.05634292670202591
Q9WUZ9,TP,3.5019865890819286,0.012269938650306749,0.0026109660574412533,0.009658972592865495,3.5627292707629667,0.0408997955010225,0.007832898172323759,0.03306689732869874,3.289606549463917,0.081799591002045,0.0026109660574412533,0.07918862494460374,3.316020272049279,0.10633946830265849,0.007832898172323759,0.09850657013033473,3.096639029940954,0.053169734151329244,0.005221932114882507,0.04794780203644674,3.203315905481861,0.08384458077709611,0.010443864229765013,0.0734007165473311,2.0539667281056624,0.3741935483870968,0.0431266846361186,0.33106686375097816,2.3137349190297,0.2537634408602151,0.03504043126684636,0.2187230095933687,1.4254847866197873,0.4150537634408602,0.09164420485175202,0.3234095585891082,1.6436134534101523,0.3204301075268817,0.05929919137466307,0.2611309161522187,1.021335184028756,0.26881720430107525,0.1320754716981132,0.13674173260296205,1.266510498773998,0.18924731182795698,0.0862533692722372,0.10299394255571978
P09055,TP,3.4925959672480102,0.014314928425357873,0.0026109660574412533,0.011703962367916619,3.360017906231999,0.06339468302658487,0.007832898172323759,0.05556178485426111,3.5116816817672816,0.03885480572597137,0.0026109660574412533,0.03624383966853012,3.344774661655594,0.09611451942740286,0.007832898172323759,0.0882816212550791,2.8839123459317135,0.08793456032719836,0.010443864229765013,0.07749069609743335,2.797268478775571,0.1574642126789366,0.018276762402088774,0.1391874502768478,3.6814200849949086,0.03655913978494624,0.0,0.03655913978494624,3.3198690806368862,0.09032258064516129,0.008086253369272238,0.08223632727588905,2.9116752700052344,0.06666666666666667,0.008086253369272238,0.058580413297394426,2.5084847415135387,0.12903225806451613,0.016172506738544475,0.11285975132597165,1.8438992067871443,0.053763440860215055,0.03234501347708895,0.021418427383126104,1.4677553262503253,0.12473118279569892,0.05660377358490566,0.06812740921079326
Q60716,TP,3.482117345424349,0.016359918200409,0.0026109660574412533,0.013748952142967747,3.4354766474053386,0.05112474437627812,0.007832898172323759,0.04329184620395436,3.6583422249624373,0.028629856850715747,0.0026109660574412533,0.026018890793274494,3.577372567847751,0.0736196319018405,0.007832898172323759,0.06578673372951674,3.275172995757022,0.032719836400818,0.005221932114882507,0.027497904285935494,3.274466491597881,0.06952965235173825,0.010443864229765013,0.05908578812197324,2.522472318418041,0.24086021505376345,0.029649595687331536,0.21121061936643193,2.089389523839621,0.3333333333333333,0.03773584905660377,0.29559748427672955,2.49050790836035,0.14838709677419354,0.008086253369272238,0.1403008434049213,2.0157855896482575,0.2172043010752688,0.029649595687331536,0.18755470538793728,1.1752474874857104,0.221505376344086,0.1105121293800539,0.11099324696403211,,,,
J3KMH5,,3.4795864618528003,0.018404907975460124,0.0026109660574412533,0.01579394191801887,3.4280101948400707,0.05521472392638037,0.007832898172323759,0.04738182575405661,4.179927701821954,0.00408997955010225,0.0026109660574412533,0.0014790134926609966,4.094022475713548,0.026584867075664622,0.007832898172323759,0.01875196890334086,3.254374635916133,0.03680981595092025,0.005221932114882507,0.03158788383603774,3.248732562763273,0.0736196319018405,0.010443864229765013,0.06317576767207549,3.42480265249637,0.05806451612903226,0.0026954177897574125,0.05536909833927485,3.0453631080555876,0.12473118279569892,0.018867924528301886,0.10586325826739704,2.301349467354196,0.1870967741935484,0.013477088948787063,0.17361968524476132,1.8802703987797407,0.24731182795698925,0.04043126684636118,0.20688056111062808,2.115367848138145,0.04086021505376344,0.018867924528301886,0.021992290525461557,1.7213354275185666,0.09032258064516129,0.03504043126684636,0.055282149378314924
Q640L3,TP,3.467719204077049,0.018404907975460124,0.0026109660574412533,0.01579394191801887,3.4710360828547704,0.04703476482617587,0.007832898172323759,0.03920186665385211,3.8684344503872556,0.016359918200409,0.0026109660574412533,0.013748952142967747,3.8374223700693,0.044989775051124746,0.007832898172323759,0.03715687687880099,3.1957096357273387,0.03885480572597137,0.005221932114882507,0.03363287361108887,3.244960708364929,0.07770961145194274,0.010443864229765013,0.06726574722217774,3.0180074923288007,0.12688172043010754,0.008086253369272238,0.1187954670608353,inf,0.03870967741935484,0.008086253369272238,0.0306234240500826,2.090422530437104,0.22580645161290322,0.026954177897574125,0.1988522737153291,inf,0.02795698924731183,0.005390835579514825,0.022566153667797004,0.5704187070579041,0.45376344086021503,0.2722371967654987,0.18152624409471635,inf,0.034408602150537634,0.008086253369272238,0.026322348781265395
